,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,label
161,@JoshAllenQB <U+0001F499><U+0001F918>,FALSE,53,JoshAllenQB,03/22/2019 22:12,FALSE,1.10918E+18,1.10922E+18,197974180,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UBAthletics,0,FALSE,FALSE,NA,NA,0
162,UB Alert: Classes and activities on all UB campuses will be cancelled on 1/30 due to severe weather. Updates at… https://t.co/FyEIfE3h1Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
163,"In anticipation of severe winter weather, all libraries, except for #UBuffalo’s Health Sciences Library will be clo… https://t.co/Ttn6APCshW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
164,UBIT Security Alert: Medical School students/faculty/staff receiving the bitcoin threat https://t.co/aH5ej9xwKs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
165,"On Aug. 1 from 7 a.m. to 12:30 p.m., UB will conduct a full-scale emergency training exercise in and around Hadley… https://t.co/tstCaXgG6m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
166,Residents are reminded to keep their doors and windows locked and report any suspicious activity to the University… https://t.co/Kix0zcIytm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
167,Remember to treat a flashing red light as a 4 way stop sign! The traffic lights at Flint/Audubon and Rensch/Audubon… https://t.co/mJRvbYywmm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
168,High winds have damaged the traffic lights at Flint/Audubon and Rensch/Audubon. Crews are working on them now and t… https://t.co/itIIfJxuR6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
169,Due to the high wind warning for today University Facilities is asking that you please be sure all windows in your… https://t.co/SwK9MSbPIi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170,"All UB classes and activities scheduled for Friday, March 2, 2018 are cancelled due to severe... https://t.co/F2Uoscjt3X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
171,The National Weather Service has canceled a tornado watch for Western New York. #UBuffalo #UB_Alert https://t.co/ZPsnHvoctW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
172,Be prepared for traffic interruptions as University At Buffalo Class of 2021 moves in Thursday! https://t.co/Qk8kh3EEnp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
173,Our Officers are constantly training to prepare for emergencies. https://t.co/wp8IIsFh3q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
174,@Sal_Valvo There was an alert posted when this incident occurred https://t.co/Ptqsac5vU2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
175,"Traffic backups reported at Rensch / Sweet Home due to road construction, consider alternate route @UBuffalo @ubparking @amherstpoliceny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
176,"UBIT SECURITY ALERT, 4/25/2017 - UB Login Phish https://t.co/VGOlnPLcsM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
